t,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midy1,midy2,midy3,midy4,midy5,midy6,midy7
0.772,1.6595,1.7941,1.9288,2.1665,2.3348,2.4947,2.6301,1.7154,1.7356,1.7555,1.7688,1.7474,1.69,1.677
0.776,1.665,1.7991,1.9328,2.1689,2.3365,2.495,2.6301,1.7099,1.7295,1.7504,1.7634,1.7409,1.6827,1.6715
0.78,1.654,1.7895,1.9241,2.1622,2.3308,2.489,2.6246,1.7154,1.7301,1.7524,1.7673,1.7479,1.6858,1.6715
0.784,1.6595,1.794,1.9284,2.1649,2.3334,2.4913,2.6246,1.7099,1.7273,1.7475,1.7668,1.7506,1.6899,1.6661
0.788,1.6595,1.7946,1.93,2.167,2.3366,2.4913,2.6246,1.7044,1.7248,1.7433,1.7744,1.7601,1.6895,1.6606
0.792,1.6485,1.7864,1.9243,2.1656,2.3384,2.4941,2.6301,1.7044,1.7225,1.7405,1.773,1.7624,1.6879,1.6606
0.796,1.6485,1.7822,1.9183,2.1569,2.3276,2.487,2.6191,1.699,1.7285,1.7448,1.769,1.758,1.6969,1.6606
0.8,1.654,1.7881,1.9234,2.1592,2.3283,2.4813,2.6081,1.7044,1.7243,1.7394,1.772,1.7691,1.6972,1.6496
0.804,1.6595,1.7938,1.9302,2.1688,2.3399,2.4968,2.6246,1.7044,1.7318,1.748,1.7763,1.7681,1.6999,1.6496
0.808,1.6485,1.7859,1.9229,2.163,2.3354,2.4937,2.6191,1.7044,1.7205,1.7399,1.7704,1.7703,1.7025,1.6441
0.812,1.6595,1.7942,1.9303,2.1659,2.3361,2.4892,2.6136,1.7044,1.7257,1.7368,1.7764,1.7737,1.7051,1.6496
0.816,1.6595,1.7937,1.9295,2.1647,2.3344,2.4927,2.6081,1.7099,1.7319,1.7416,1.7772,1.7804,1.7216,1.6496
0.82,1.665,1.7999,1.9357,2.1697,2.3393,2.5001,2.6081,1.7099,1.7258,1.7339,1.7764,1.7837,1.7318,1.6496
0.824,1.643,1.7811,1.9209,2.1639,2.3378,2.5038,2.6081,1.7044,1.7266,1.7326,1.7645,1.7833,1.7367,1.6441
0.828,1.6595,1.7944,1.9328,2.1719,2.3445,2.512,2.6081,1.699,1.7256,1.7328,1.7731,1.7864,1.7485,1.6496
0.832,1.6485,1.7879,1.9272,2.1684,2.3412,2.5064,2.6026,1.7209,1.7262,1.7321,1.7689,1.7918,1.7445,1.6441
0.836,1.665,1.8011,1.9384,2.1751,2.3446,2.5091,2.5972,1.7044,1.7219,1.7277,1.7668,1.7938,1.7539,1.6496
0.84,1.6485,1.7858,1.9229,2.1589,2.3288,2.4978,2.5862,1.7264,1.7244,1.7267,1.7694,1.7916,1.7696,1.6661
0.844,1.6485,1.787,1.9272,2.1686,2.3402,2.5098,2.6081,1.7154,1.7314,1.7326,1.7683,1.8006,1.7651,1.6661
0.848,1.6485,1.7859,1.9234,2.161,2.329,2.4969,2.5972,1.7209,1.7237,1.7241,1.7593,1.7952,1.775,1.6825
0.852,1.6595,1.7971,1.9354,2.1742,2.3431,2.5138,2.6191,1.7209,1.7234,1.722,1.7577,1.7944,1.782,1.6935
0.856,1.654,1.793,1.9321,2.1724,2.3428,2.5155,2.6191,1.7264,1.7297,1.7272,1.7635,1.7975,1.7847,1.6935
0.86,1.6595,1.7969,1.9345,2.1719,2.3399,2.5115,2.6191,1.7264,1.7303,1.7271,1.7631,1.8001,1.7932,1.7099
0.864,1.643,1.7833,1.9241,2.1688,2.3388,2.5118,2.6301,1.7209,1.7275,1.725,1.7515,1.7974,1.7886,1.7154
0.868,1.654,1.7888,1.9238,2.1583,2.322,2.4896,2.6081,1.7373,1.7313,1.7265,1.7515,1.7928,1.8081,1.7483
0.872,1.643,1.7825,1.9219,2.1634,2.3327,2.5052,2.6246,1.7373,1.7322,1.7236,1.7497,1.7924,1.8068,1.7373
0.876,1.6485,1.7885,1.9286,2.1717,2.34,2.5132,2.6301,1.7373,1.7311,1.7286,1.7488,1.7972,1.8062,1.7319
0.88,1.643,1.7835,1.9239,2.1675,2.3367,2.5113,2.6355,1.7373,1.7304,1.7233,1.7478,1.7953,1.8105,1.7483
0.884,1.643,1.7821,1.9214,2.1642,2.3304,2.5028,2.6301,1.7373,1.7267,1.7205,1.7402,1.7914,1.8133,1.7593
0.888,1.6485,1.7857,1.9237,2.1644,2.3307,2.499,2.6246,1.7428,1.7294,1.724,1.7426,1.7875,1.822,1.7702
0.892,1.6485,1.7878,1.9269,2.1696,2.3365,2.5075,2.641,1.7373,1.7369,1.7236,1.737,1.7885,1.8192,1.7812
0.896,1.643,1.7794,1.9157,2.1539,2.3196,2.4861,2.6191,1.7428,1.7347,1.7236,1.74,1.7816,1.8168,1.7922
0.9,1.6375,1.7761,1.9146,2.1569,2.3242,2.4921,2.6246,1.7428,1.7364,1.7269,1.7338,1.7792,1.8196,1.7867
0.904,1.643,1.782,1.9209,2.1638,2.3308,2.5,2.6355,1.7428,1.7391,1.7266,1.734,1.7832,1.8244,1.7977
0.908,1.6375,1.7779,1.9184,2.1645,2.3348,2.5031,2.641,1.7538,1.7378,1.7234,1.7304,1.7772,1.8273,1.8031
0.912,1.643,1.7822,1.9215,2.1649,2.3336,2.5,2.6355,1.7483,1.7367,1.7267,1.7281,1.7724,1.8243,1.7977
0.916,1.643,1.7815,1.92,2.1625,2.3324,2.4971,2.6355,1.7483,1.7396,1.7308,1.7343,1.7678,1.8169,1.8086
0.92,1.643,1.7794,1.9155,2.1544,2.322,2.4827,2.6191,1.7483,1.7422,1.7286,1.7328,1.7662,1.8234,1.8196
0.924,1.643,1.7807,1.9182,2.1587,2.327,2.4871,2.6246,1.7483,1.7441,1.734,1.7302,1.7666,1.8298,1.8306
0.928,1.6375,1.7743,1.9108,2.1497,2.318,2.4775,2.6136,1.7428,1.741,1.732,1.7296,1.7596,1.8209,1.8306
0.932,1.6375,1.7774,1.9169,2.1611,2.3326,2.4904,2.6301,1.7428,1.7398,1.7292,1.7235,1.7557,1.8281,1.836
0.936,1.6375,1.7756,1.9135,2.1547,2.3246,2.4757,2.6136,1.7428,1.7401,1.7301,1.7226,1.7508,1.8329,1.8415
0.94,1.643,1.7819,1.9206,2.1639,2.3359,2.4912,2.6301,1.7538,1.7424,1.7274,1.7199,1.7475,1.8242,1.836
0.944,1.643,1.7787,1.9142,2.1508,2.3187,2.4706,2.6026,1.7483,1.7459,1.7378,1.7168,1.7375,1.8112,1.8415
0.948,1.643,1.7828,1.922,2.1666,2.3391,2.4919,2.6301,1.7483,1.742,1.7254,1.7151,1.7429,1.8257,1.847
0.952,1.643,1.7816,1.9196,2.162,2.3323,2.4879,2.6246,1.7428,1.7419,1.7276,1.7172,1.7438,1.8191,1.8415
0.956,1.6485,1.7846,1.9204,2.1586,2.3283,2.4813,2.6136,1.7483,1.7471,1.7338,1.7189,1.7313,1.8038,1.836
0.96,1.6321,1.769,1.9066,2.1477,2.32,2.4786,2.6081,1.7373,1.7488,1.7358,1.7166,1.7268,1.7932,1.8415
0.964,1.643,1.7788,1.9138,2.1512,2.3199,2.4734,2.5972,1.7483,1.7463,1.7297,1.7116,1.7242,1.796,1.8525
0.968,1.6375,1.7756,1.9137,2.1542,2.3262,2.4829,2.6136,1.7538,1.7457,1.7373,1.7118,1.7257,1.7968,1.8415
0.972,1.643,1.7801,1.9171,2.156,2.3272,2.4811,2.6026,1.7483,1.745,1.7369,1.7126,1.7173,1.7888,1.8525
0.976,1.6266,1.7643,1.9019,2.1414,2.3135,2.4719,2.5862,1.7538,1.7506,1.7439,1.7164,1.7178,1.7758,1.8525
0.98,1.6375,1.7759,1.9141,2.1543,2.327,2.4832,2.6026,1.7483,1.745,1.7381,1.7068,1.7127,1.7826,1.8525
0.984,1.6375,1.7749,1.9124,2.1521,2.324,2.4869,2.5972,1.7538,1.7461,1.7389,1.7147,1.7099,1.7594,1.8415
0.988,1.6375,1.7757,1.914,2.1544,2.3272,2.4862,2.6026,1.7428,1.7467,1.743,1.7156,1.7097,1.7675,1.8415
0.992,1.6321,1.7687,1.9053,2.1422,2.3128,2.4763,2.5807,1.7428,1.7475,1.7446,1.7115,1.7037,1.7484,1.836
0.996,1.6375,1.7747,1.9121,2.1512,2.3227,2.4825,2.5972,1.7483,1.7428,1.7415,1.7157,1.7105,1.7665,1.8415
1.0,1.6321,1.7702,1.9094,2.1508,2.3245,2.493,2.5862,1.7319,1.7449,1.7425,1.7107,1.7044,1.7416,1.8415
1.004,1.6321,1.769,1.9063,2.1446,2.316,2.4834,2.5862,1.7373,1.746,1.7477,1.716,1.7083,1.7409,1.8306
