t,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midy1,midy2,midy3,midy4,midy5,midy6,midy7
0.768,1.42,1.5582,1.6964,1.9364,2.1087,2.2694,2.3952,1.1955,1.1948,1.1913,1.2199,1.228,1.1704,1.1131
0.772,1.4243,1.5629,1.7017,1.9433,2.1158,2.2752,2.3952,1.2042,1.2011,1.2,1.2219,1.2355,1.1786,1.1088
0.776,1.4157,1.555,1.6947,1.9384,2.1124,2.2791,2.3908,1.2085,1.2006,1.1977,1.2159,1.2304,1.1878,1.1045
0.78,1.4157,1.5552,1.6947,1.9377,2.1113,2.2786,2.3908,1.2042,1.1993,1.1916,1.2181,1.2366,1.1962,1.1131
0.784,1.4113,1.5508,1.6903,1.9334,2.1066,2.2776,2.3822,1.2128,1.2039,1.1933,1.2194,1.2384,1.2083,1.1175
0.788,1.4287,1.5656,1.7023,1.9415,2.1113,2.2786,2.3822,1.2172,1.2098,1.1998,1.2191,1.241,1.2147,1.1261
0.792,1.42,1.559,1.6977,1.9406,2.1119,2.2822,2.3822,1.2128,1.2049,1.1937,1.2135,1.244,1.2247,1.1305
0.796,1.4243,1.5618,1.6996,1.9398,2.1102,2.2812,2.3865,1.2128,1.2018,1.1953,1.2124,1.238,1.2263,1.1435
0.8,1.4243,1.5607,1.6972,1.9357,2.1038,2.2729,2.3865,1.2172,1.2075,1.1971,1.2101,1.2425,1.228,1.1565
0.804,1.4243,1.5607,1.697,1.9368,2.1043,2.2743,2.3908,1.2258,1.209,1.1929,1.2039,1.2419,1.2362,1.1695
