t,midx1,midy1,midx2,midy2,midx3,midy3,midx4,midy4,midx5,midy5,midx6,midy6,midx7,midy7,midx8,midy8,midx9,midy9,midx10,midy10,midx11,midy11,midx12,midy12,midx13,midy13,midx14,midy14,midx15,midy15,midx16,midy16,midx17,midy18
134,1069.938721,552.0835571,1268.797241,567.0020142,1924.074951,571.6690674,1824.675293,575.3850708,2415.054688,512.4562378,2402.492188,513.7336426,2554.684326,552.0266113,1360.346313,647.3010864,1410.733521,736.144104,1459.52417,773.5269775,1461.986938,695.3151245,1454.962646,660.0204468,1375.611084,500.3390198,1450.099976,461.1646118,1525.994995,445.9247131,1542.370483,484.0846252,1530.655029,510.4812012
135,1071.03186,549.2235718,1270.32312,565.9855347,1924.332886,579.503418,1829.755981,581.5325317,2199.493164,535.5987549,2372.661377,503.5636902,2512.012207,537.5578613,1360.369507,647.3140869,1403.5177,732.3395386,1456.868774,776.4214478,1907.971313,648.1883545,1453.954224,661.7733765,1376.998169,500.5808105,1450.699219,461.1716919,1526.797485,445.9775391,1540.762573,483.3084412,1529.338501,513.0159912
136,1071.884888,547.2149048,1271.393433,565.3566284,1923.777466,584.0775146,1826.530396,589.4092407,2185.959717,541.0643311,2380.489502,492.828064,2511.258789,524.0578003,1361.37085,648.4234619,1403.268921,732.7601318,1456.299561,777.6506348,1461.172852,699.0787964,1453.588623,662.1870117,1378.043091,500.7351685,1861.042969,510.3026428,1528.206299,445.7225037,1930.483032,517.4747314,1528.781982,514.8349609
137,1073.58667,545.6477661,1274.595093,565.133728,1923.230957,588.147644,1827.150146,595.574585,2200.907227,543.458252,2389.120117,489.2913208,2513.035156,509.7803345,1361.458496,647.0153198,1404.178467,732.5605469,1456.896973,776.7980347,1463.346069,700.0601196,1456.432007,662.9569702,1379.436279,500.6287842,1451.532959,461.1465149,1528.463867,446.5088806,1930.510986,523.6898193,1529.710571,516.3545532
138,1075.211182,545.1318359,1274.413208,563.4627686,1924.1698,594.2797852,1825.054932,599.1851196,2203.869873,545.4363403,2339.154053,497.6658936,2522.342285,499.8818665,1363.72998,646.1011963,1404.879517,727.071106,1459.546509,774.7068481,1910.7052,662.211792,1459.626221,662.595459,1380.30896,500.4625244,1451.180908,461.2006226,1530.221313,445.9155579,1932.069702,530.2114868,1530.819946,517.0453491
139,1076.842041,544.8518677,1277.804565,562.7856445,1488.295166,584.7365112,1826.032593,606.0544434,2203.977539,550.3929443,2337.191406,498.622467,2531.838623,485.7993164,1365.389893,643.8494873,1406.134766,727.0977783,1464.415039,773.104248,1468.909668,696.6228638,1463.143677,660.9239502,1381.033813,499.2400208,1452.535034,460.8555298,1530.591064,444.5831909,1543.231201,482.067749,1531.845703,517.4845581
140,1078.273315,545.7119751,1279.218262,561.7803955,1485.69812,583.1814575,1826.664795,609.0744629,2096.64209,592.7851563,2338.404297,498.5393982,2534.301758,475.3697815,1366.141968,641.5615845,1407.876953,721.4542847,1471.061157,768.8869019,1474.903809,696.5075073,1467.50293,658.9882202,1381.606812,498.2820129,1451.589478,460.2836304,1531.792969,441.165863,1543.7146,480.3675537,1532.076538,516.7512817
141,1078.565674,548.3879395,1279.966553,560.6967773,1479.719116,579.491394,1827.776245,613.3689575,2175.123291,575.9661865,2341.72998,500.6156921,2531.677002,467.37323,1368.715698,641.6199951,1415.052246,717.0880127,1477.486206,763.6744995,1914.297852,676.7036133,1472.185059,655.2611694,1381.306763,496.7290039,1446.532227,460.446991,1534.267456,438.8149414,1941.255371,549.8403931,1532.138428,514.0914917
142,1079.643311,550.4891357,1280.623413,560.4173584,1936.438477,619.4800415,1836.611084,615.3510132,2158.177734,594.3831787,2341.718262,505.2062683,2528.34375,455.8243408,1373.303711,641.4412842,1429.463867,722.8589478,1482.23877,753.7798462,1491.075806,690.6069336,1481.207031,655.8629761,1379.840698,496.1084595,1446.922119,458.7678223,1533.942749,436.3085022,1942.107788,555.0970459,1530.686157,512.2646484
143,1081.323608,554.3009644,1286.956299,560.0291748,1935.481812,623.0180664,1839.267578,616.1796875,2098.087402,617.2452393,2342.847168,511.3997803,2526.761963,449.1043701,1376.125,640.5533447,1425.592773,708.1690063,1491.171387,749.526123,1499.144531,685.1763306,1487.774536,653.7484131,1378.943359,495.2453308,1444.620972,457.8831177,1533.579346,434.1080017,1546.294312,475.3670959,1532.50293,509.086731
144,1082.171021,555.9105835,1288.850586,560.0101318,1935.822144,628.0709229,1839.886963,616.2145386,2124.213379,622.8120728,2343.270752,519.5713501,2516.070801,446.9029541,1378.506226,639.3918457,1431.671387,699.6774902,1495.737061,741.8342285,1508.206055,682.9696655,1497.939575,653.8726196,1378.437012,494.0154724,1449.864258,453.2146606,1535.19812,431.5119324,1950.304321,563.8929443,1533.565552,506.7921448
145,1082.751709,559.4663696,1290.825317,559.4373169,1940.268066,631.3634033,1839.739014,615.2091675,2157.530273,630.2166748,2343.48877,538.0736694,2531.389893,441.9379883,1383.443359,640.7509766,1439.399658,699.9806519,1505.103638,734.684021,1518.609253,681.9216309,1508.145752,652.6685181,1378.464722,493.3933105,1439.921265,458.6206665,1535.684814,429.3155212,1954.342285,565.5324097,1533.916992,504.2218628
146,1084.897217,561.0490112,1290.586548,559.2485352,1939.622437,629.4697266,1840.518555,614.326416,2163.437012,640.7503662,2347.974854,556.0200195,2482.822021,455.4090271,1385.019287,638.6307983,1445.637329,697.2453613,1514.574829,721.4812622,1526.317139,679.0142822,1514.200806,649.3737793,1378.169556,492.6773987,1440.055298,458.0049744,1535.255615,428.8134155,1955.929077,566.9844971,1531.685547,502.7312012
147,1086.239624,562.8692627,1292.935425,559.5766602,1939.602539,628.7086182,1839.394775,613.2759399,2202.927979,642.4976196,2350.69751,579.7791138,2478.261963,468.276062,1388.083618,637.8317261,1450.58374,692.3668213,1518.475098,712.0799561,1530.595703,678.4188843,1516.686646,646.6635132,1377.659546,492.3573914,1439.215332,458.1678162,1534.742432,428.0985413,1957.24939,566.2790527,1531.917114,500.7938538
148,1087.685181,564.5031128,1296.34314,558.8818359,1940.403076,626.5511475,1826.480103,610.3361206,2188.455078,652.7353516,2356.922607,597.9667969,2479.353271,490.3026428,1389.803467,635.871582,1451.062378,690.4533691,1510.345093,712.7972412,1529.940063,675.0057983,1519.524658,645.1968384,1378.816895,492.1754761,1439.91687,455.6860046,1954.832031,541.9371948,1957.949951,564.0913696,1534.358887,498.0752563
149,1089.413574,564.0270386,1297.744507,558.9514771,1941.034058,625.8258057,1827.424194,609.9772339,2186.839844,658.9857788,2362.726807,616.4207764,2485.357666,513.638916,1390.878418,634.8275757,1452.783325,690.0489502,1523.67041,716.9059448,1536.760254,672.1661377,1523.487061,643.4190674,1378.973511,492.0916138,1440.272217,454.0023804,1532.422363,425.2215576,1957.666504,560.5366211,1535.964844,496.4135437
150,1090.200562,566.2352295,1298.670288,557.9545898,1938.535767,624.3644409,1832.591064,606.866394,2152.873047,656.0651245,2369.226563,632.43927,2545.068848,520.7162476,1393.518921,633.4221802,1452.573975,687.5662231,1520.365479,714.112915,1536.349609,670.0304565,1522.825684,640.1016235,1378.263062,491.6642456,1440.275513,451.788208,1531.844971,423.407074,1957.354004,556.4937744,1535.532104,494.5947571
151,1090.70752,566.473999,1299.744385,556.8483276,1473.396362,554.5427856,1838.274536,604.1064453,2152.266357,658.3930054,2370.854004,647.0719604,2549.582275,547.3833618,1394.392456,632.0379028,1458.283325,686.9614258,1521.964844,710.394043,1539.1604,666.3704834,1523.491455,636.8330688,1377.394043,490.7349548,1452.068115,444.4357605,1532.521973,421.2877808,1544.378052,457.7142334,1535.405762,491.8326111
152,1091.054321,565.9506836,1301.177856,555.7794189,1930.025024,615.1021118,1829.333008,599.3052979,2200.473877,667.2417603,2373.25,659.6522827,2554.067871,570.2572632,1397.633301,631.4735718,1460.339722,683.8919678,1527.045288,705.7576904,1542.766479,663.1085205,1533.278076,638.1375732,1376.36499,489.4029541,1441.004883,445.3306885,1529.782227,416.6217651,1542.206787,456.4619751,1532.653198,489.2250366
153,1091.228027,565.5085449,1304.718018,553.6586914,1525.494141,579.1350098,2237.901611,677.4041138,2194.400146,667.2965088,2402.248047,663.0565186,2556.737549,593.9006348,1398.977173,628.2703247,1462.373535,680.2240601,1529.94519,699.039917,1543.154663,659.3937988,1536.691162,635.5737915,1376.123413,487.861145,1439.316406,443.566864,1528.379517,413.3713989,1542.936279,453.7204895,1533.104126,486.8851624
154,1091.286255,564.9303589,1311.904541,551.9365845,1530.119629,575.913147,2197.242432,666.7297974,2194.00293,665.6323853,2408.093262,672.0385132,2557.588623,613.5780029,1400.638062,625.9191284,1466.845093,677.1546631,1535.844971,693.701355,1549.252563,656.1928101,1537.693237,630.4683228,1376.755371,487.0495911,1437.025269,442.944458,1958.063232,511.5007324,1542.848877,451.8313293,1530.504883,483.7084351
155,1091.044434,564.6304932,1309.916016,551.0087891,1532.838135,574.468689,2239.326904,674.6172485,2298.465576,677.1262817,2423.175049,676.2688599,2537.950195,643.2058105,1400.544312,624.607605,1472.959106,673.8596191,1538.122681,688.7478638,1549.799438,652.1307983,1541.432617,627.9946289,1376.389893,485.9121704,1431.759277,443.2451477,1525.994263,406.0475769,1540.438232,447.8295288,1530.369263,482.2993774
156,1091.123413,564.0857544,1309.550293,550.0278931,1538.052246,567.5296631,1903.685303,578.4271851,2298.30957,678.6151733,2407.350342,683.9860229,2535.195557,658.1347046,1402.713989,622.5305176,1477.074219,669.8622437,1541.491577,683.4036865,1550.9198,648.8870239,1542.350342,626.8730469,1376.194092,483.989563,1436.790771,434.3094177,1524.127808,400.1222839,1539.009399,444.3768005,1529.490845,478.0987854
157,1091.203003,563.8200073,1309.865967,548.8294067,1531.68335,565.96521,1847.950806,557.3469238,2087.868164,616.2762451,2400.539063,686.0860596,2536.144287,671.3197021,1405.967407,621.6531372,1477.517822,666.0822754,1541.192749,678.8596802,1551.945923,647.8174438,1544.349731,625.4244995,1375.611816,481.438385,1435.478394,429.6530151,1953.476196,491.2059631,1954.256592,515.3192139,1526.302368,475.0453491
158,1091.02771,563.1469116,1310.618896,547.1855469,1516.823975,543.2062988,1855.11499,555.7011719,2427.100098,688.5667725,2400.034424,686.2438965,2542.906006,681.039856,1406.432617,620.0507202,1477.588257,663.809021,1541.291504,676.1174316,1550.758545,643.7661133,1544.162476,622.2474976,1375.869873,479.9207153,1433.174805,425.040802,1951.651245,484.7572021,1954.267456,508.9610596,1522.178711,471.1820984
159,1090.881104,562.9598389,1315.973755,544.7539673,1518.376343,540.7163696,1858.262329,552.1073608,2440.177734,687.1047974,2393.909912,683.3485107,2558.59082,682.8110352,1406.826782,619.2271118,1475.477661,663.4637451,1540.902344,675.5886841,1551.081421,642.7885132,1543.272705,619.5667725,1375.091797,477.5525208,1419.217896,429.8540344,1953.751221,479.2213745,1953.773315,503.5639954,1520.479248,469.7438354
160,1090.770508,563.1157837,1320.257446,544.267395,1938.740723,562.6817627,1859.682983,546.9138794,2436.072021,683.8413086,2395.655762,679.0795898,2560.450928,690.3470459,1403.520874,617.0170288,1473.858765,664.2207642,1538.227539,679.8268433,1550.187866,643.4420776,1541.635254,617.2352295,1373.193115,475.125824,1419.025024,425.0717773,1951.082153,472.4317017,1953.008667,496.960144,1518.439453,467.1828613
161,1091.07666,562.6133423,1323.067871,542.5650024,1939.790161,557.8015137,1857.25,539.6587524,2452.269531,684.3733521,2412.814941,677.5866699,2559.644043,693.5109863,1400.039185,612.3592529,1471.391846,665.618103,1538.317749,684.6222534,1546.020752,641.9241943,1532.954468,614.3770142,1371.919434,473.2638855,1418.485352,421.0509033,1951.274292,465.6562805,1952.802612,490.132019,1516.089844,464.7434998
162,1091.390259,562.0625,1322.285522,540.7119751,1510.118164,532.9747314,1855.747192,536.9946289,2429.124512,675.1154175,2426.932129,673.6466064,2559.807373,692.6477661,1398.425049,609.581604,1467.072388,666.2593994,1534.525024,688.3580933,1542.888062,640.3629761,1523.429199,607.9237061,1370.234375,472.6602478,1417.786987,417.6731567,1952.533325,460.0526428,1951.926636,485.8587646,1514.316284,462.6763306
163,1091.521729,561.4138794,1321.728516,539.8223877,1941.209229,548.3717041,1855.862305,532.3810425,2177.032715,595.3687134,2431.453857,666.3343506,2559.604492,694.8499756,1397.969116,607.9274292,1463.611328,667.7565308,1531.265991,690.9800415,1540.626709,640.6624146,1522.451416,607.1194458,1372.428223,471.8144226,1418.549438,414.3885498,1949.526367,452.6578369,1951.403442,479.9297485,1512.817505,460.0202942
164,1091.695068,558.5375366,1319.293335,538.5237427,1943.886719,539.3289185,1852.091553,521.0740356,2234.54248,601.2133789,2408.726807,653.6107788,2556.925781,692.7004395,1396.843384,606.6166382,1461.882568,668.3436279,1528.582275,693.1793213,1538.288208,638.9099731,1520.654175,604.3839111,1373.032471,470.5620422,1419.105591,413.9662476,1950.697266,446.8920288,1951.031006,471.9569397,1939.300903,490.2750854
165,1092.624023,555.7982788,1320.500244,537.8361816,1509.572632,529.081543,1852.195923,517.5030518,2432.629883,654.0824585,2412.578369,647.8168335,2541.496094,691.4695435,1396.537231,605.857605,1456.770142,666.0446167,1527.204834,695.9769897,1537.086304,637.9031372,1519.394165,603.8374634,1374.336548,469.5906677,1420.568115,413.4859009,1950.146484,440.8420105,1950.080688,465.5702209,1514.910767,459.5799561
166,1093.123779,551.9963379,1318.378662,536.480896,1507.538086,526.6691895,1853.206055,515.5796509,2435.929443,648.8339233,2428.347412,646.5514526,2538.755859,681.7632446,1396.33374,605.998291,1453.831665,664.7659302,1525.473633,697.1787109,1536.030518,637.2242432,1518.893188,604.4789429,1376.768555,467.8906555,1423.277344,413.0561523,1947.380005,434.4060669,1948.964111,460.063324,1515.733032,459.0654297
167,1093.614502,547.4296265,1316.96167,536.0620117,1507.261108,525.5162964,1853.061768,514.0159912,2436.847412,645.0390625,2396.701416,628.9118042,2534.718506,672.1008301,1395.904663,605.6135254,1455.462402,666.0805054,1524.204834,697.1381226,1535.467041,636.8081055,1519.029541,604.2659302,1378.195801,466.9336853,1423.990479,413.7583008,1517.088623,362.757782,1948.286987,455.8080444,1516.931396,458.8946838
168,1094.025024,542.0927734,1316.158325,535.0099487,1509.494995,524.6310425,1850.973999,512.5240479,2457.188965,642.7401733,2387.257324,615.4054565,2533.59375,667.3527832,1396.046631,605.6101685,1453.475708,664.3204346,1525.908813,696.5610962,1535.928467,637.5333252,1519.300293,604.3521118,1380.210083,464.8560791,1424.225464,416.6087646,1523.323364,365.4619446,1948.028809,452.292572,1519.311401,458.7530823
169,1094.733521,536.8676758,1316.404175,534.3408813,1512.346436,524.5927734,1851.526855,511.8520508,2394.898438,603.7454224,2386.445313,598.637085,2534.032715,658.6448975,1396.613403,605.3769531,1456.654297,665.1392212,1523.860962,694.5377197,1537.387207,638.5445557,1521.293579,604.8945923,1384.268921,463.3947754,1430.314453,416.1448975,1530.600586,372.2146606,1947.16394,449.7834473,1524.337891,459.5187073
170,1095.238525,533.7377319,1314.787842,533.6137085,1513.026367,527.7012939,1850.724609,512.1659546,2227.036865,528.1524048,2418.654297,597.9768066,2527.791748,655.5342407,1396.470947,605.3101196,1459.973999,666.7863159,1522.619019,692.2269287,1537.311768,638.0819702,1523.06665,607.2722168,1387.47522,461.3636475,1439.956543,413.896698,1531.90271,375.8481445,1538.274902,418.5569153,1531.084473,458.9510193
171,1096.240601,527.7531128,1309.723022,532.2974243,1514.28125,528.9817505,1850.099976,511.9297485,2413.265869,570.5911255,2415.727783,573.3853149,2537.09668,651.2536621,1396.956055,605.5877075,1460.0802,666.4874268,1524.536377,694.6386108,1538.332153,638.8692627,1524.989136,609.0409546,1390.343018,459.8228149,1440.832886,416.8368225,1536.444214,380.0189209,1944.701904,445.3938904,1534.459106,459.165741
172,1096.44043,526.1531982,1309.463257,529.7339478,1515.603394,528.4189453,1849.897583,513.2828369,2178.41333,503.011261,2441.074707,567.6079102,2548.610352,645.8820801,1396.852783,605.4787598,1458.433228,664.300415,1517.444824,690.6748047,1539.057373,639.0841675,1525.087036,609.2852783,1392.637329,457.8275452,1442.49646,418.815033,1538.902954,384.115509,1943.409424,444.0772705,1535.039673,459.0615845
173,1096.797119,521.7025757,1307.827759,528.5654297,1516.054932,529.0405273,1849.602783,514.5714722,2177.846436,498.5323792,2427.717285,536.3325195,2549.542725,622.7442017,1396.515137,605.7268677,1458.429199,666.1358032,1517.374268,689.1375122,1536.212524,638.6414185,1521.677246,606.9365845,1395.890259,456.2041321,1453.763184,415.7599487,1540.985596,386.0593567,1943.155151,443.2488403,1538.365234,460.2619629
174,1098.164185,517.614563,1305.506836,529.4292603,1541.229004,514.1572266,1851.346558,517.7756958,2333.537354,494.3847656,2464.894775,541.4591064,2547.285156,601.173584,1395.145508,605.6999512,1453.436646,667.1939087,1517.439209,691.402832,1534.981812,638.8409424,1519.710693,607.2250366,1398.438477,455.4191284,1466.9021,411.1984253,1939.461182,416.6669617,1942.171875,444.1858826,1540.272949,460.7614441
175,1098.543701,516.0088501,1294.017334,528.7414551,1541.088257,515.2114868,1851.339111,519.3122559,2403.314697,496.8581848,2479.127686,530.0333862,2551.38501,578.777832,1392.680298,604.6549683,1447.707886,667.6707764,1513.780151,700.9525146,1531.62561,640.1295776,1518.262817,609.3026733,1399.296021,455.5065918,1456.169312,416.5346069,1938.078857,416.6956177,1939.963257,445.0388489,1542.27417,461.4783936
176,1098.759155,514.65802,1292.09314,529.0700073,1547.119019,513.3728638,1850.684937,521.7075806,2361.225342,476.9945679,2480.728271,515.286377,2555.158691,561.244873,1390.792847,604.7454834,1441.1521,669.0964355,1505.778809,702.2259521,1525.209473,640.848999,1511.192139,609.793396,1401.041504,455.244812,1466.546021,413.4017334,1936.555176,417.2257385,1938.869019,446.6065674,1546.312256,461.2689209
177,1099.603149,512.0668945,1290.379761,529.1141968,1546.360962,513.9508667,1849.158447,525.8716431,2365.445313,469.0567627,2450.851074,489.2182312,2558.531738,544.5800171,1390.504028,604.1906128,1435.245239,671.8617554,1943.124512,606.7966309,1945.464844,587.6898804,1504.745728,609.3397217,1403.306396,455.1955566,1471.932983,413.5324097,1934.820923,418.1420898,1936.418823,446.8820801,1549.276855,462.4591064
178,1099.832275,510.5039063,1289.88623,529.6604614,1546.492676,519.8925171,1847.365601,528.5698853,2103.396973,498.1404724,2400.883301,464.6614075,2556.630615,525.4370117,1388.460449,604.487854,1441.898315,685.1636963,1500.904419,721.6430054,1945.457397,590.0088501,1500.257324,611.8721313,1404.991211,455.7947083,1469.560181,418.2927246,1931.5354,418.9022217,1564.723267,436.8001709,1551.089233,464.1815796
179,1099.808105,509.5424194,1285.193848,530.1704102,1547.385742,522.0810547,1844.704468,530.1531982,2123.968262,500.4006042,2396.421387,455.5628662,2557.981201,511.0985107,1387.835815,605.8417969,1435.011353,686.4876099,1492.505859,728.0241089,1946.207764,591.9262695,1941.005371,573.885437,1406.486816,456.7388306,1475.71521,421.2307739,1554.136963,405.6212769,1569.506226,440.0313416,1553.012207,467.3661499
180,1100.091675,507.8417969,1289.647095,531.1451416,1550.556396,527.0455933,1844.856689,531.8032837,2124.05542,501.7999878,2387.658447,450.5430908,2556.571777,493.7250671,1385.153198,607.3029175,1431.853149,687.7158813,1488.17041,732.5002441,1946.728271,594.9740601,1490.977173,615.206604,1408.918701,457.3441467,1475.771851,425.3283081,1557.946533,410.1218872,1570.734863,442.306366,1558.09436,470.7727356
181,1099.891968,507.5754395,1289.824707,531.6206665,1931.383301,532.5598755,1846.279541,532.9716187,2302.4646,464.411377,2386.712402,446.5397644,2557.343994,478.8053894,1383.200073,608.9125977,1436.31311,701.1627197,1488.183228,735.0992432,1946.913208,598.1694946,1940.959351,578.7351685,1411.113647,459.0281067,1479.319702,428.6372986,1925.559814,421.9768982,1572.775757,447.6026306,1560.432617,473.5013733
182,1100.354004,505.7257385,1291.86792,531.5883789,1930.113159,535.4113159,1847.212158,536.9790649,2179.650391,493.2043762,2388.007568,440.7351685,2559.24292,464.959259,1383.486084,610.7682495,1435.695923,702.8623047,1487.569214,739.2390137,1946.213501,600.6199951,1942.040894,581.3504028,1414.066895,462.9675293,1483.266479,431.0746155,1561.442749,418.5869751,1574.210693,452.5926514,1566.110229,477.9951172
183,1100.622681,504.6924133,1291.87561,532.4315186,1943.512329,537.9961548,1846.860962,541.8215332,2127.04541,512.3406372,2386.506348,438.567627,2557.161865,454.1221619,1383.364014,614.3348999,1436.842773,706.4471436,1487.251587,740.2510376,1946.231934,602.8903198,1486.469116,625.62854,1415.860229,465.4190979,1484.116943,436.1921387,1563.43103,423.5439453,1574.771851,456.8683167,1565.909058,481.7952271
184,1101.082642,503.3188171,1291.326782,533.020813,1939.960327,539.1834106,1850.738281,543.8215942,2126.560547,516.3410645,2385.481445,435.6117859,2557.581543,443.076355,1383.27002,616.671814,1435.917236,703.8604736,1487.846436,740.5515747,1945.572144,606.1210327,1940.924927,587.6011963,1414.806641,467.5124817,1480.218384,441.2545166,1563.456421,427.6231384,1574.993042,461.2706909,1566.265015,486.4787903
185,1101.429932,502.8955383,1292.645996,533.3707275,1941.743774,543.388855,1854.681519,547.3901978,2133.226807,516.4263916,2381.826172,433.7816162,2550.331055,431.2758179,1385.080322,618.5961304,1436.980835,703.5068359,1490.25708,739.4899292,1944.973267,611.4474487,1941.36499,591.6421509,1414.681519,470.2451782,1484.555664,444.984375,1562.617554,432.0043335,1575.706421,464.1062927,1567.174561,489.0438232
186,1101.671753,502.7637939,1294.80957,534.3977051,1944.094727,550.2963257,1852.28125,552.9502563,2129.907959,519.8079224,2383.460205,432.1325073,2548.343994,421.5371399,1385.507568,620.3742676,1437.171021,701.8269653,1493.281616,737.9490356,1945.202271,617.1420898,1488.963867,633.8843384,1415.765015,472.9308167,1486.908691,445.5705261,1566.549805,437.7831726,1578.008179,468.5342102,1568.434204,493.1007996
187,1102.273315,501.6296692,1298.217651,534.7320557,1941.807129,556.0984497,1856.383423,558.9105835,2125.73584,524.9083862,2379.545898,432.5666199,2544.310791,413.9017639,1385.440063,622.0072021,1437.69519,700.9801025,1494.940674,736.6802979,1508.612671,669.0320435,1493.580811,636.7550659,1418.073975,473.3187256,1488.281616,448.541626,1567.360229,443.1566772,1579.830688,472.905365,1570.830811,497.4497375
188,1103.101685,500.6014709,1302.796143,535.7640991,1939.729248,562.3462524,1850.39209,567.53302,2124.075684,528.9297485,2380.921387,432.3269653,2541.004883,409.4406433,1383.42688,622.414856,1437.540649,700.9222412,1496.242554,736.7999268,1511.293701,671.6743164,1498.53894,640.3235474,1419.933716,475.9607849,1483.301392,451.0892639,1939.430176,470.8823242,1941.145874,491.9130859,1570.421997,502.949707
189,1103.26062,500.6163025,1304.604004,536.3873901,1929.330322,570.1828613,1846.712524,574.7531738,2121.894043,532.97229,2383.946045,432.7531128,2538.213135,405.8977966,1384.186401,624.7360229,1437.967163,699.7456055,1498.115112,737.1935425,1511.829224,675.0020752,1500.789673,643.4901123,1420.561279,478.3189087,1472.885132,456.7688904,1938.225952,476.2920532,1578.179932,479.6193848,1570.887451,505.5065918
190,1103.988403,500.2286682,1308.658325,537.1316528,1925.123901,576.1235352,1847.033936,582.1636963,2256.470703,493.5381775,2376.82373,435.2387695,2534.514648,403.1769409,1383.960571,626.3049316,1437.878784,699.5671997,1498.068848,737.4777832,1512.916992,676.5951538,1502.713623,646.4639282,1420.245117,480.2261963,1484.36377,453.8766479,1566.727905,449.6186523,1578.517456,480.9628601,1571.496948,508.2030334
